filename,paths
assets/svg/examples/Ferris.svg,163
assets/svg/examples/NASA.svg,388
assets/svg/examples/Ghostscript_Tiger.svg,2509
assets/svg/examples/København_64.svg,128655
assets/svg/examples/København_256.svg,273726
assets/svg/examples/Flag_of_Denmark.svg,18
assets/svg/examples/ASU.svg,301
